-1.00000000000000E+001, -5.0636564110975879E-0001
-9.90000000000000E+000, -5.8154594904129385E-0001
-9.80000000000000E+000,  9.7558568661427944E-0001
-9.70000000000000E+000, -1.5712578382038669E-0001
-9.60000000000000E+000, -8.6931417637482831E-0001
-9.50000000000000E+000,  7.5534928566258311E-0001
-9.40000000000000E+000,  3.8518261636136899E-0001
-9.30000000000000E+000, -9.9537615279711547E-0001
-9.20000000000000E+000,  1.8198191386848548E-0001
-9.10000000000000E+000,  9.0381013100470991E-0001
-9.00000000000000E+000, -6.2988799427440421E-0001
-8.90000000000000E+000, -6.2112993344970072E-0001
-8.80000000000000E+000,  8.9112403745176743E-0001
-8.70000000000000E+000,  2.8765391494160593E-0001
-8.60000000000001E+000, -9.9122511070463648E-0001
-8.50000000000001E+000,  6.6309839701885117E-0003
-8.40000000000001E+000,  9.9209325487328499E-0001
-8.30000000000001E+000, -2.2314377356643197E-0001
-8.20000000000001E+000, -9.5407428511798888E-0001
-8.10000000000001E+000,  3.5549697905921085E-0001
-8.00000000000001E+000,  9.2002603819683523E-0001
-7.90000000000001E+000, -4.0945177135447877E-0001
-7.80000000000001E+000, -9.1265753174446658E-0001
-7.70000000000001E+000,  3.8965819015284736E-0001
-7.60000000000001E+000,  9.3608547606232576E-0001
-7.50000000000001E+000, -2.9424721171137815E-0001
-7.40000000000001E+000, -9.7635975351581105E-0001
-7.30000000000001E+000,  1.1680784433022497E-0001
-7.20000000000001E+000,  9.9999307628459158E-0001
-7.10000000000001E+000,  1.4401501842984996E-0001
-7.00000000000001E+000, -9.5375265275942697E-0001
-6.90000000000001E+000, -4.6719023466314740E-0001
-6.80000000000001E+000,  7.7321143476726108E-0001
-6.70000000000001E+000,  7.8809179165881381E-0001
-6.60000000000001E+000, -4.0985687785375313E-0001
-6.50000000000001E+000, -9.8698706311273707E-0001
-6.40000000000001E+000, -1.1901274726418652E-0001
-6.30000000000001E+000,  9.1305149176792939E-0001
-6.20000000000001E+000,  6.7494352155771621E-0001
-6.10000000000001E+000, -4.6984205261754433E-0001
-6.00000000000001E+000, -9.9177885344313756E-0001
-5.90000000000001E+000, -2.4980688359674606E-0001
-5.80000000000002E+000,  7.9409624833239410E-0001
-5.70000000000002E+000,  8.7914898994546064E-0001
-5.60000000000002E+000, -5.5897386164154474E-0002
-5.50000000000002E+000, -9.1915369420350797E-0001
-5.40000000000002E+000, -7.7433666074202955E-0001
-5.30000000000002E+000,  1.8329174154005897E-0001
-5.20000000000002E+000,  9.4392849321837009E-0001
-5.10000000000002E+000,  7.6898940827886234E-0001
-5.00000000000002E+000, -1.3235175009759696E-0001
-4.90000000000002E+000, -9.0129136408854742E-0001
-4.80000000000002E+000, -8.6685115582640065E-0001
-4.70000000000002E+000, -9.8690514009882507E-0002
-4.60000000000002E+000,  7.3870602970365404E-0001
-4.50000000000002E+000,  9.8552511156514945E-0001
-4.40000000000002E+000,  4.8856476577267122E-0001
-4.30000000000002E+000, -3.5185858693200905E-0001
-4.20000000000002E+000, -9.3545914099160255E-0001
-4.10000000000002E+000, -8.9212936469445412E-0001
-4.00000000000002E+000, -2.8790331666522860E-0001
-3.90000000000002E+000,  4.7763714491386794E-0001
-3.80000000000002E+000,  9.5449543024087340E-0001
-3.70000000000002E+000,  9.0167577006645857E-0001
-3.60000000000002E+000,  3.8354275541274856E-0001
-3.50000000000002E+000, -3.1111935498098847E-0001
-3.40000000000002E+000, -8.4489594377595078E-0001
-3.30000000000002E+000, -9.9443220930320963E-0001
-3.20000000000002E+000, -7.2787787034982691E-0001
-3.10000000000002E+000, -1.8416477940079899E-0001
-3.00000000000002E+000,  4.1211848524164489E-0001
-2.90000000000002E+000,  8.4936337850540510E-0001
-2.80000000000002E+000,  9.9990225854797678E-0001
-2.70000000000002E+000,  8.4513341165727548E-0001
